"price","year","postcode","property_type","build","estate_type"
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
67500,2019,1,3,0,1
450000,2019,1,2,0,1
710000,2019,1,2,0,1
800000,2019,1,2,0,1
550000,2020,1,2,0,1
585000,2020,1,2,0,1
569500,2020,1,2,0,1
400000,2021,1,2,0,1
297000,2020,1,2,0,1
160500,2019,1,2,0,1
650000,2020,1,2,0,1
587000,2019,1,2,0,1
460000,2021,1,2,0,1
335000,2019,1,2,0,1
1000,2020,1,3,0,1
929,2020,1,3,0,1
505000,2019,1,2,0,1
600000,2021,1,2,0,1
525000,2020,1,2,0,1
525000,2020,1,2,0,1
625000,2019,1,2,0,1
426000,2020,1,2,0,1
500000,2019,1,2,0,1
540000,2019,1,2,0,1
445000,2020,1,2,0,1
450000,2019,1,2,0,1
450000,2019,1,2,0,1
362500,2020,1,2,0,1
500000,2020,1,2,0,1
615000,2021,1,2,0,1
142500,2021,1,3,0,0
605000,2020,1,2,0,1
775500,2020,1,2,0,1
615000,2019,1,2,0,1
150000,2019,1,3,0,1
450000,2019,1,3,0,0
320000,2019,1,2,0,1
360000,2019,1,2,0,1
380000,2020,1,2,0,1
760000,2020,1,5,0,0
890000,2019,1,2,0,1
900000,2020,1,2,0,1
365000,2019,1,2,0,1
208079,2019,1,2,0,1
665000,2020,1,5,0,0
390000,2020,1,2,0,1
400000,2019,1,2,0,1
328000,2020,1,2,0,1
475000,2020,1,3,0,1
406000,2019,1,2,0,1
115000,2019,1,3,0,1
835000,2019,1,5,0,0
580000,2019,1,2,0,1
670000,2020,1,2,0,1
497500,2020,1,2,0,1
335000,2021,1,2,0,1
310000,2020,1,2,0,1
410000,2019,1,2,0,1
260000,2020,1,2,0,1
379500,2021,1,2,0,1
450000,2019,1,2,0,1
105699,2020,1,2,1,1
105699,2020,1,2,1,1
925000,2020,1,5,0,0
925000,2020,1,5,0,0
805000,2019,1,5,0,0
352000,2020,1,2,0,1
330000,2019,1,2,0,1
462000,2020,1,2,0,1
200000,2019,1,3,0,0
462950,2021,1,2,0,1
348000,2019,1,2,0,1
300000,2020,1,2,0,1
380000,2020,1,2,0,1
395000,2020,1,2,0,1
438000,2019,1,2,0,1
420000,2020,1,2,0,1
395000,2019,1,2,0,1
340000,2019,1,2,0,1
600000,2019,1,2,0,1
570000,2020,1,2,0,1
550000,2019,1,2,0,1
255000,2019,1,2,0,1
326000,2019,1,2,0,1
330000,2021,1,2,0,1
499999,2019,1,2,0,1
36000,2019,1,3,0,1
310000,2019,1,2,0,1
290000,2019,1,2,0,1
187000,2019,1,2,0,1
380000,2020,1,2,0,1
430000,2019,1,2,0,1
705000,2019,1,3,0,0
875000,2020,1,2,0,1
690000,2019,1,2,0,1
375000,2019,1,2,0,1
607500,2019,1,2,0,1
465000,2020,1,2,0,1
410000,2020,1,2,0,1
385000,2020,1,2,0,1
370000,2019,1,2,0,1
122500,2019,1,2,0,1
410000,2019,1,2,0,1
160000,2019,1,2,0,1
405000,2020,1,2,0,1
5000,2020,1,3,0,1
635000,2019,1,3,0,0
204700,2019,1,2,0,1
345000,2019,1,2,0,1
447250,2019,1,2,0,1
780000,2019,1,3,0,0
10000,2019,1,3,0,1
119743,2019,1,2,0,1
445000,2019,1,2,0,1
515000,2020,1,2,0,1
270000,2019,1,2,0,1
330000,2020,1,2,0,1
342750,2020,1,2,0,1
360000,2020,1,2,0,1
400000,2019,1,2,0,1
427500,2020,1,2,0,1
410000,2019,1,2,0,1
425000,2019,1,2,0,1
479500,2021,1,2,0,1
440000,2019,1,2,0,1
417500,2019,1,2,0,1
415000,2020,1,2,0,1
200000,2019,1,2,0,1
225000,2020,1,2,0,1
425000,2020,1,2,0,1
523065,2021,1,2,0,1
500000,2019,1,2,0,1
510000,2021,1,2,0,1
825000,2019,1,5,0,0
530000,2019,1,2,0,1
492500,2020,1,2,0,1
375000,2019,1,2,0,1
75000,2021,1,3,0,1
330000,2019,1,2,0,1
328000,2020,1,2,0,1
510000,2021,1,2,0,1
575000,2021,1,2,0,1
425000,2019,1,2,0,1
459000,2019,1,2,0,1
382500,2020,1,2,0,1
500000,2019,1,2,0,1
485000,2019,1,2,0,1
422000,2019,1,2,0,1
355000,2020,1,2,0,1
385000,2020,1,2,0,1
350000,2019,1,2,0,1
350000,2019,1,2,0,1
395000,2020,1,2,0,1
430000,2020,1,2,0,1
230000,2019,1,2,0,1
300000,2019,1,2,0,1
250000,2020,1,2,0,1
377500,2020,1,2,0,1
370000,2020,1,2,0,1
548000,2020,1,2,0,1
470000,2019,1,2,0,1
350000,2019,1,2,0,1
485000,2020,1,2,0,1
425000,2019,1,2,0,1
465000,2019,1,2,0,1
465000,2019,1,2,0,1
350000,2019,1,2,0,1
360000,2019,1,2,0,1
718000,2019,1,2,0,1
380000,2020,1,2,0,1
407500,2020,1,2,0,1
236000,2020,1,2,0,1
200000,2019,1,2,0,1
190000,2019,1,2,0,1
378000,2020,1,2,0,1
415000,2019,1,2,0,1
570000,2020,1,2,0,1
580000,2019,1,2,0,1
590000,2020,1,2,0,1
615000,2019,1,2,0,1
575000,2019,1,2,0,1
550000,2019,1,2,0,1
625000,2020,1,2,0,1
610000,2020,1,2,0,1
420000,2020,1,2,0,1
450000,2019,1,2,0,1
520000,2020,1,2,0,1
390000,2019,1,2,0,1
342500,2021,1,2,0,1
418000,2020,1,2,0,1
370000,2020,1,2,0,1
490000,2020,1,2,0,1
579000,2019,1,5,0,1
405000,2020,1,2,0,1
315000,2019,1,2,0,1
310000,2019,1,3,0,1
315000,2019,1,2,0,1
425000,2019,1,2,0,1
370000,2019,1,2,0,1
395000,2019,1,2,0,1
517000,2019,1,2,0,1
725000,2021,1,5,0,0
291100,2019,1,5,0,1
465000,2019,1,2,0,1
405000,2020,1,2,0,1
8000,2019,1,3,0,1
670000,2020,1,4,0,0
595000,2019,1,5,0,0
750000,2019,1,2,0,1
400000,2019,1,2,0,1
510000,2019,1,2,0,1
460000,2019,1,2,0,1
62500,2019,1,3,0,1
435000,2021,1,2,0,1
467500,2019,1,2,0,1
458000,2020,1,2,0,1
465000,2019,1,2,0,1
331500,2019,1,2,0,1
468000,2020,1,2,0,1
570000,2020,1,2,0,1
610000,2020,1,5,0,1
635000,2019,1,2,0,1
405000,2019,1,5,0,0
250000,2019,1,2,0,1
360000,2020,1,2,0,1
390000,2020,1,5,0,0
677000,2019,1,5,0,0
515000,2019,1,5,0,0
695000,2020,1,5,0,0
660000,2019,1,5,0,0
562000,2019,1,5,0,0
770000,2020,1,5,0,0
296000,2019,1,2,0,1
225000,2019,1,2,0,1
485000,2020,1,2,0,1
430000,2020,1,2,0,1
35000,2019,1,3,0,1
550000,2019,1,2,0,1
650000,2020,1,5,0,0
367500,2020,1,2,0,1
37500,2019,1,3,0,0
330000,2019,1,2,0,1
850000,2019,1,5,0,0
500000,2020,1,2,0,1
294000,2020,1,2,0,1
615000,2019,1,5,0,0
335000,2020,1,2,0,1
235000,2020,1,2,0,1
400000,2019,1,2,0,1
355000,2021,1,2,0,1
330000,2020,1,2,0,1
294500,2020,1,2,0,1
350000,2019,1,2,0,1
437500,2019,1,2,0,1
375000,2020,1,2,0,1
395000,2019,1,2,0,1
242500,2019,1,2,0,1
480000,2020,1,2,0,1
500000,2020,1,2,0,1
350000,2020,1,2,0,1
435000,2020,1,2,0,1
93750,2020,1,2,0,1
550000,2020,1,2,0,1
525000,2019,1,2,0,1
510000,2020,1,2,0,1
520000,2019,1,2,0,1
460000,2019,1,2,0,1
329920,2019,1,2,0,1
126000,2019,1,2,0,1
470000,2019,1,2,0,1
530000,2020,1,2,0,1
438000,2019,1,2,0,1
475000,2020,1,2,0,1
340000,2021,1,2,0,1
355000,2020,1,2,0,1
695000,2019,1,2,0,1
651000,2019,1,2,0,1
485000,2019,1,2,0,1
345000,2019,1,2,0,1
325000,2019,1,2,0,1
375000,2019,1,2,0,1
475000,2020,1,2,0,1
470000,2020,1,2,0,1
490000,2020,1,2,0,1
312500,2020,1,2,0,1
291000,2019,1,2,0,1
338000,2019,1,2,0,1
365000,2019,1,2,0,1
415000,2020,1,2,0,1
450000,2020,1,2,0,1
260600,2019,1,2,0,1
600000,2020,1,5,0,0
60000,2020,1,3,0,1
270000,2019,1,2,0,1
255500,2019,1,2,0,1
392500,2019,1,2,0,1
750000,2019,1,3,0,1
654000,2020,1,5,0,0
513500,2020,1,5,0,0
425000,2019,1,5,0,0
620000,2020,1,5,0,0
310000,2021,1,2,0,1
370000,2021,1,2,0,1
840000,2021,1,5,0,0
467500,2019,1,5,0,0
915000,2020,1,5,0,0
660000,2020,1,5,0,0
420000,2021,1,2,0,1
355000,2019,1,2,0,1
330000,2020,1,2,0,1
498000,2019,1,2,0,1
200000,2020,1,2,0,1
315000,2019,1,2,0,1
375000,2020,1,2,0,1
262000,2019,1,2,0,1
350000,2020,1,2,0,1
135000,2019,1,2,0,1
485000,2020,1,2,0,1
138000,2020,1,2,0,1
135000,2019,1,2,0,1
511000,2020,1,2,0,1
490000,2021,1,2,0,1
172000,2019,1,2,0,1
412500,2019,1,2,0,1
475000,2019,1,2,0,1
132000,2020,1,2,0,1
365000,2020,1,2,0,1
400000,2019,1,2,0,1
465000,2019,1,2,0,1
136000,2020,1,2,0,1
105000,2019,1,2,0,1
330000,2020,1,2,0,1
95000,2019,1,2,0,1
320000,2019,1,2,0,1
392500,2019,1,2,0,1
105000,2019,1,2,0,1
365000,2021,1,2,0,1
290000,2021,1,2,0,1
400000,2020,1,2,0,1
415000,2020,1,2,0,1
15000,2019,1,3,0,1
535000,2020,1,3,0,0
405000,2020,1,3,0,0
50000,2020,1,3,0,0
620000,2019,1,2,0,0
600000,2020,1,5,0,0
405000,2019,1,5,0,0
481000,2019,1,5,0,0
15000,2020,1,3,0,0
480000,2019,1,2,0,1
395000,2019,1,2,0,1
322000,2020,1,2,0,1
850000,2020,1,5,0,0
455000,2020,1,2,0,1
320000,2019,1,2,0,1
305000,2020,1,2,0,1
380000,2020,1,2,0,1
6000,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
300000,2020,1,3,0,1
640000,2020,1,2,0,1
605000,2019,1,2,0,1
535000,2021,1,2,0,1
675000,2021,1,2,0,1
902250,2020,1,2,0,1
380000,2019,1,2,0,1
630000,2020,1,2,0,1
360000,2020,1,2,0,1
600000,2019,1,5,0,0
180000,2019,1,2,0,1
575000,2020,1,2,0,1
345000,2020,1,2,0,1
325000,2020,1,2,0,1
471550,2020,1,2,0,1
450000,2021,1,2,0,1
445000,2019,1,2,0,1
455000,2019,1,2,0,1
94500,2019,1,3,0,0
46125,2019,1,3,0,0
397000,2020,1,2,0,1
295000,2021,1,2,0,1
267000,2019,1,2,0,1
1500,2019,1,3,0,1
360000,2021,1,2,0,1
181000,2019,1,2,0,1
445000,2020,1,2,0,1
415000,2019,1,2,0,1
440000,2020,1,2,0,1
500000,2020,1,2,0,1
325000,2019,1,2,0,1
272500,2019,1,2,0,1
545000,2019,1,2,0,1
465000,2020,1,2,0,1
420000,2020,1,2,1,1
425000,2020,1,2,1,1
525000,2020,1,2,1,1
505000,2020,1,2,1,1
520000,2020,1,2,1,1
500000,2020,1,2,1,1
410000,2020,1,2,1,1
560000,2020,1,2,1,1
410000,2020,1,2,1,1
425000,2020,1,2,1,1
500000,2020,1,2,1,1
550000,2020,1,2,1,1
690000,2020,1,2,1,1
430000,2020,1,2,1,1
525650,2020,1,2,1,1
520000,2020,1,2,1,1
650000,2020,1,2,1,1
655000,2020,1,2,1,1
550000,2020,1,2,1,1
640000,2020,1,2,1,1
425000,2020,1,2,1,1
540000,2020,1,2,1,1
410000,2020,1,2,1,1
600000,2020,1,2,1,1
600000,2020,1,2,1,1
680000,2020,1,2,1,1
685000,2020,1,2,1,1
420000,2020,1,2,1,1
545000,2020,1,2,1,1
435000,2020,1,2,1,1
550000,2020,1,2,1,1
595000,2020,1,2,1,1
600000,2020,1,2,1,1
675000,2020,1,2,1,1
665000,2020,1,2,1,1
410000,2020,1,2,1,1
520000,2020,1,2,1,1
435000,2020,1,2,1,1
560000,2020,1,2,1,1
675000,2020,1,2,1,1
660000,2020,1,2,1,1
600000,2020,1,2,1,1
415000,2020,1,2,1,1
545000,2020,1,2,1,1
916000,2020,1,2,1,1
477000,2019,1,2,1,1
388911,2020,1,2,1,1
377500,2019,1,2,1,1
675000,2019,1,2,1,1
399500,2020,1,2,1,1
600000,2019,1,2,1,1
500000,2019,1,2,1,1
372000,2019,1,2,1,1
402000,2019,1,2,1,1
674500,2019,1,2,1,1
400000,2020,1,2,1,1
600000,2019,1,2,1,1
780000,2020,1,2,1,1
385000,2020,1,2,1,1
680000,2019,1,2,1,1
390000,2019,1,2,1,1
525450,2019,1,2,1,1
750000,2020,1,2,1,1
380000,2020,1,2,1,1
675000,2019,1,2,1,1
380000,2020,1,2,1,1
548000,2019,1,2,1,1
388800,2019,1,2,1,1
680000,2019,1,2,1,1
395000,2019,1,2,1,1
555000,2019,1,2,1,1
432500,2019,1,2,1,1
700000,2019,1,2,1,1
442500,2019,1,2,1,1
550000,2019,1,2,1,1
780000,2020,1,2,1,1
520000,2020,1,2,1,1
520000,2019,1,2,1,1
690000,2020,1,2,1,1
547500,2019,1,2,1,1
790000,2020,1,2,1,1
530000,2020,1,2,1,1
600000,2019,1,2,1,1
670000,2019,1,2,1,1
520000,2019,1,2,1,1
815000,2019,1,2,1,1
705000,2019,1,2,1,1
696500,2019,1,2,1,1
685000,2019,1,2,1,1
225403,2019,1,2,1,1
160753,2019,1,2,1,1
235887,2019,1,2,1,1
213172,2019,1,2,1,1
214919,2019,1,2,1,1
162500,2019,1,2,1,1
237634,2019,1,2,1,1
214919,2019,1,2,1,1
216667,2019,1,2,1,1
164247,2019,1,2,1,1
239382,2019,1,2,1,1
600000,2019,1,2,1,1
600000,2019,1,2,1,1
490000,2019,1,2,1,1
655000,2020,1,2,1,1
600000,2019,1,2,1,1
600000,2019,1,2,1,1
490000,2019,1,2,1,1
676000,2020,1,2,1,1
685000,2019,1,2,1,1
510000,2019,1,2,1,1
670000,2020,1,2,1,1
810000,2019,1,2,1,1
244624,2019,1,2,1,1
365000,2019,1,2,1,1
525000,2019,1,2,1,1
535000,2019,1,2,1,1
385000,2019,1,2,1,1
735000,2019,1,2,1,1
520000,2019,1,2,0,1
432000,2019,1,2,0,1
690000,2019,1,5,0,0
488750,2019,1,3,0,1
488750,2019,1,3,0,1
488750,2019,1,3,0,1
698000,2019,1,5,0,0
632000,2019,1,5,0,0
760000,2019,1,5,0,0
495000,2020,1,2,0,1
420000,2019,1,2,0,1
468500,2020,1,2,0,1
460000,2020,1,2,0,1
320000,2020,1,2,0,1
380000,2019,1,2,0,1
515000,2019,1,2,0,1
618000,2020,1,2,0,1
495000,2019,1,2,0,1
590000,2019,1,2,0,1
478000,2019,1,2,0,1
400000,2019,1,2,0,1
472585,2020,1,2,0,1
380000,2019,1,2,0,1
733650,2021,1,3,0,1
600000,2020,1,5,0,1
800000,2019,1,2,0,1
442500,2019,1,2,0,1
835000,2019,1,2,0,1
919325,2019,1,2,0,1
600000,2021,1,5,0,0
735000,2019,1,5,0,0
750000,2019,1,5,0,0
710000,2019,1,5,0,0
320000,2020,1,2,0,1
368000,2020,1,2,0,1
420000,2021,1,2,0,1
250000,2020,1,2,0,1
385000,2019,1,2,0,1
310000,2020,1,2,0,1
20000,2019,1,3,0,1
268000,2019,1,2,0,1
180000,2020,1,2,0,1
405000,2020,1,2,0,1
275500,2020,1,2,0,1
900000,2019,1,3,0,0
510000,2020,1,2,0,1
490000,2020,1,2,0,1
37500,2019,1,3,0,1
100000,2019,1,3,0,1
154000,2021,1,2,0,1
575000,2020,1,2,0,1
440000,2019,1,3,0,1
575000,2020,1,2,0,1
675000,2020,1,2,0,1
262000,2020,1,2,0,1
300000,2019,1,2,0,1
345000,2019,1,2,0,1
230000,2020,1,3,0,1
495000,2020,1,2,0,1
387125,2020,1,2,0,1
5000,2019,1,3,0,1
156000,2019,1,3,0,1
657500,2021,1,2,0,1
806000,2019,1,2,0,1
770000,2020,1,2,0,1
575000,2019,1,2,0,1
460000,2019,1,2,0,1
455000,2019,1,2,0,1
385000,2020,1,2,0,1
415000,2020,1,2,0,1
565000,2019,1,2,0,1
640000,2019,1,2,0,1
730000,2019,1,2,0,1
818000,2020,1,2,0,1
580000,2019,1,2,0,1
460000,2019,1,2,0,1
430000,2019,1,2,0,1
712500,2019,1,2,0,1
600000,2020,1,2,0,1
377500,2019,1,2,0,1
810000,2020,1,2,0,1
410000,2019,1,2,0,1
555000,2020,1,2,0,1
520000,2020,1,2,0,1
270000,2020,1,2,0,1
22000,2019,1,3,0,1
10000,2019,1,3,0,1
217500,2020,1,2,0,1
499353,2019,1,3,0,0
600000,2020,1,2,0,1
525000,2020,1,2,0,1
15000,2019,1,3,0,1
572000,2019,1,2,0,1
910000,2020,1,2,0,1
780000,2020,1,2,0,1
535000,2020,1,2,0,1
645000,2019,1,2,0,1
950000,2019,1,2,0,1
825000,2020,1,2,0,1
720000,2019,1,2,0,1
782000,2019,1,2,0,1
10000,2019,1,3,0,1
94000,2019,1,3,0,1
7000,2020,1,3,0,1
535000,2020,1,2,0,1
512500,2021,1,2,0,1
9999,2020,1,3,0,1
34000,2019,1,3,0,1
5000,2019,1,3,0,1
150000,2020,1,3,0,1
250000,2020,1,3,0,1
10000,2019,1,3,0,1
50000,2019,1,3,0,1
30000,2019,1,3,0,1
395000,2019,1,2,0,1
590000,2019,1,2,0,1
785000,2021,1,2,0,1
775000,2019,1,2,0,1
635000,2019,1,2,0,1
825000,2019,1,2,0,1
750000,2019,1,2,0,1
700000,2019,1,2,0,1
779007,2019,1,2,0,1
620000,2020,1,2,0,1
700000,2019,1,2,0,1
873000,2019,1,2,0,1
400000,2021,1,2,0,1
498500,2021,1,2,0,1
720000,2019,1,2,0,1
730000,2020,1,2,0,1
500000,2019,1,2,0,1
440000,2019,1,2,0,1
223750,2020,1,2,0,1
910000,2020,1,2,0,1
675000,2019,1,2,1,1
671952,2019,1,2,1,1
695000,2019,1,2,1,1
707750,2019,1,2,1,1
910000,2019,1,2,1,1
659750,2019,1,2,1,1
648000,2019,1,2,1,1
862500,2019,1,2,1,1
805000,2019,1,2,1,1
837200,2019,1,2,1,1
702000,2019,1,2,1,1
868500,2019,1,2,1,1
832650,2019,1,2,1,1
670000,2019,1,2,1,1
705000,2019,1,2,1,1
886500,2019,1,2,1,1
845000,2019,1,2,1,1
700000,2019,1,2,1,1
792000,2019,1,2,1,1
650000,2019,1,2,1,1
872100,2019,1,2,1,1
806975,2019,1,2,1,1
664952,2019,1,2,1,1
870000,2019,1,2,1,1
792500,2019,1,2,1,1
656551,2019,1,2,1,1
889800,2019,1,2,1,1
460000,2020,1,2,0,1
321500,2019,1,2,0,1
194565,2019,1,3,0,1
650000,2021,1,2,0,1
661300,2019,1,2,0,1
875000,2020,1,5,0,0
153790,2019,1,3,0,1
30000,2019,1,3,0,1
43000,2021,1,3,0,1
705000,2019,1,2,0,1
380000,2020,1,2,0,1
557865,2019,1,2,0,1
25000,2020,1,3,0,1
421000,2021,1,2,0,1
576000,2020,1,2,0,1
430000,2019,1,2,0,1
485000,2020,1,3,0,1
790000,2019,1,2,0,1
347500,2020,1,2,0,1
691000,2019,1,2,0,1
255000,2020,1,3,0,1
590000,2019,1,2,0,1
33000,2019,1,3,0,1
200000,2019,1,3,0,1
100,2019,1,3,0,1
475000,2020,1,2,0,1
20000,2019,1,3,0,1
2500,2019,1,3,0,1
800000,2019,1,2,1,1
228750,2020,1,3,0,1
444444,2020,1,2,0,1
365000,2019,1,2,0,1
365000,2020,1,2,0,1
592500,2020,1,2,0,1
415000,2020,1,2,0,1
523500,2019,1,2,0,1
644000,2020,1,2,0,1
395000,2019,1,2,0,1
410000,2019,1,2,0,1
645000,2020,1,2,1,1
690000,2020,1,2,1,1
505000,2020,1,2,1,1
620000,2020,1,2,1,1
605000,2020,1,2,1,1
525000,2020,1,2,1,1
695000,2020,1,2,1,1
675000,2019,1,2,1,1
465000,2020,1,2,1,1
775000,2020,1,2,1,1
875000,2020,1,2,1,1
645000,2020,1,2,1,1
610000,2020,1,2,1,1
565000,2020,1,2,1,1
615000,2020,1,2,1,1
640000,2020,1,2,1,1
660000,2020,1,2,0,1
660000,2020,1,2,1,1
810000,2020,1,2,1,1
810000,2020,1,2,1,1
610000,2020,1,2,1,1
605000,2020,1,2,1,1
764400,2020,1,2,1,1
640000,2020,1,2,1,1
655000,2020,1,2,1,1
685000,2020,1,2,1,1
845000,2020,1,2,1,1
820000,2020,1,2,1,1
625000,2020,1,2,1,1
770000,2019,1,2,1,1
635000,2019,1,2,1,1
650000,2019,1,2,1,1
690000,2019,1,2,1,1
855000,2019,1,2,1,1
830000,2019,1,2,1,1
620000,2019,1,2,1,1
605000,2019,1,2,1,1
755000,2019,1,2,1,1
640000,2020,1,2,1,1
660000,2020,1,2,1,1
865000,2019,1,2,1,1
840000,2019,1,2,1,1
625000,2020,1,2,1,1
610000,2019,1,2,1,1
770000,2020,1,2,1,1
660000,2020,1,2,1,1
665000,2019,1,2,1,1
630000,2020,1,2,1,1
612000,2020,1,2,1,1
759500,2020,1,2,1,1
915000,2020,1,2,1,1
670000,2020,1,2,1,1
635000,2020,1,2,1,1
925000,2019,1,2,1,1
610000,2020,1,2,1,1
780000,2020,1,2,1,1
475000,2020,1,2,1,1
515000,2020,1,2,1,1
550000,2020,1,2,1,1
692500,2020,1,2,1,1
750000,2020,1,2,1,1
573000,2020,1,2,0,1
570000,2019,1,2,0,1
551500,2019,1,2,0,1
605000,2020,1,2,0,1
750000,2021,1,2,0,1
770000,2020,1,2,0,1
675000,2020,1,2,0,1
227000,2020,1,2,0,1
400000,2019,1,2,0,1
680000,2019,1,2,0,1
440000,2020,1,2,0,1
70000,2019,1,3,0,1
365000,2020,1,2,0,1
375000,2020,1,2,0,1
445000,2020,1,2,0,1
690000,2019,1,2,0,1
495000,2020,1,2,0,1
480000,2021,1,2,0,1
665000,2020,1,2,0,1
457500,2020,1,2,0,1
690000,2019,1,2,0,1
703000,2019,1,2,0,1
500000,2021,1,2,0,1
395000,2019,1,2,0,1
465000,2021,1,2,0,1
378000,2020,1,2,0,1
445000,2019,1,2,0,1
217500,2020,1,2,0,1
520000,2021,1,2,0,1
458000,2019,1,2,0,1
455000,2021,1,2,0,1
500000,2020,1,2,0,1
465000,2019,1,2,0,1
455000,2019,1,2,0,1
425000,2019,1,2,0,1
425000,2019,1,2,0,1
265000,2020,1,2,0,1
230000,2020,1,2,0,1
315000,2020,1,2,0,1
342250,2019,1,2,0,1
395000,2019,1,2,0,1
650000,2020,1,2,0,1
572000,2019,1,2,0,1
275000,2020,1,2,0,1
287000,2019,1,2,0,1
570000,2020,1,2,1,1
800000,2019,1,3,1,1
485000,2020,1,2,0,1
645000,2019,1,2,0,1
530000,2019,1,2,0,1
500000,2019,1,2,0,1
527500,2021,1,2,0,1
542500,2020,1,2,0,1
498000,2019,1,2,0,1
268800,2020,1,2,0,1
279000,2020,1,2,0,1
495000,2019,1,2,0,1
400000,2020,1,2,0,1
465000,2019,1,2,0,1
473000,2020,1,2,0,1
345000,2020,1,2,0,1
725000,2019,1,2,0,1
512500,2019,1,2,0,1
500000,2020,1,2,0,1
500000,2019,1,2,0,1
426000,2019,1,2,0,1
500000,2019,1,2,0,1
420000,2019,1,2,0,1
767000,2019,1,2,0,1
780000,2020,1,2,0,1
608000,2019,1,2,0,1
845000,2019,1,2,0,1
900000,2019,1,2,0,1
