"price","year","postcode","property_type","build","estate_type"
265000,2021,6,2,0,1
335000,2019,6,2,0,1
647500,2019,6,5,0,0
808000,2019,6,2,0,0
610000,2021,6,5,0,0
560000,2020,6,5,0,0
500000,2019,6,5,0,0
807500,2020,6,5,0,0
730000,2019,6,5,0,0
710000,2019,6,5,0,0
520000,2020,6,5,0,0
485000,2019,6,5,0,0
465000,2019,6,2,0,1
450000,2019,6,2,0,1
584369,2020,6,2,0,1
400000,2019,6,2,0,1
510000,2019,6,2,0,1
499000,2019,6,2,0,1
330000,2020,6,2,0,1
370000,2020,6,2,0,1
355000,2019,6,2,0,1
570000,2020,6,2,0,1
375000,2020,6,2,0,1
445000,2020,6,2,0,1
415000,2019,6,2,0,1
420000,2019,6,2,0,1
480000,2021,6,2,0,1
300000,2020,6,2,0,1
388000,2019,6,2,0,1
730000,2020,6,2,0,1
495000,2020,6,2,0,1
350000,2019,6,2,0,1
525000,2019,6,2,0,1
455000,2019,6,2,0,1
448500,2020,6,2,0,1
432000,2019,6,2,0,1
387500,2019,6,2,0,1
390000,2020,6,2,0,1
398000,2020,6,2,0,1
475000,2020,6,2,0,1
349995,2020,6,2,0,1
512500,2020,6,2,0,1
355000,2020,6,2,0,1
460000,2019,6,2,0,1
487000,2019,6,2,0,1
127500,2019,6,2,0,1
395000,2019,6,2,0,1
253000,2020,6,2,0,1
440000,2020,6,5,0,0
417000,2019,6,5,0,0
500000,2020,6,5,0,0
367000,2020,6,2,0,1
380000,2019,6,2,0,1
372500,2020,6,2,0,1
380000,2020,6,2,0,1
480000,2020,6,2,0,1
480000,2020,6,2,0,1
315000,2021,6,2,0,1
348000,2019,6,2,0,1
335000,2020,6,2,0,1
322500,2021,6,2,0,1
320000,2020,6,2,0,1
310000,2020,6,2,0,1
393000,2019,6,2,0,1
275000,2019,6,2,0,1
275000,2019,6,2,0,1
225000,2020,6,2,0,1
332000,2019,6,2,0,1
325000,2019,6,2,0,1
375000,2020,6,2,0,1
171656,2020,6,2,0,1
840000,2019,6,5,0,0
190000,2019,6,2,0,1
540000,2020,6,5,0,0
565000,2021,6,5,0,0
392000,2020,6,2,0,1
375000,2019,6,2,0,1
380000,2019,6,2,0,1
505000,2020,6,2,0,1
410000,2021,6,2,0,1
555555,2021,6,5,0,0
720000,2019,6,5,0,0
610000,2021,6,5,0,0
385000,2019,6,2,0,1
282500,2019,6,2,0,1
380000,2020,6,2,0,1
377500,2019,6,2,0,1
365000,2019,6,2,0,1
620000,2020,6,5,0,0
334000,2021,6,2,0,1
845000,2020,6,5,0,0
485000,2019,6,2,0,1
525000,2019,6,2,0,1
415000,2019,6,2,0,1
500000,2019,6,2,0,1
402500,2020,6,2,0,1
400000,2019,6,2,0,1
345000,2019,6,2,0,1
725000,2019,6,5,0,0
798000,2020,6,5,0,0
700000,2021,6,5,0,0
673800,2019,6,2,0,1
673800,2019,6,2,1,1
773760,2019,6,2,1,1
737375,2019,6,2,1,1
480225,2019,6,2,1,1
692000,2019,6,2,1,1
527725,2019,6,2,1,1
779340,2019,6,2,1,1
743750,2019,6,2,1,1
695640,2019,6,2,1,1
713250,2019,6,2,1,1
531050,2019,6,2,0,1
531050,2019,6,2,1,1
784920,2019,6,2,1,1
751337,2019,6,2,1,1
493050,2019,6,2,0,1
493050,2019,6,2,1,1
756500,2019,6,2,1,1
496375,2019,6,2,1,1
705500,2019,6,2,1,1
796080,2019,6,2,1,1
792000,2019,6,2,1,1
499700,2019,6,2,0,1
499700,2019,6,2,1,1
728625,2019,6,2,1,1
547200,2019,6,2,1,1
775625,2019,6,2,1,1
637500,2019,6,2,1,1
503025,2019,6,2,0,1
503025,2019,6,2,1,1
718250,2019,6,2,1,1
550525,2019,6,2,1,1
725000,2019,6,2,1,1
723540,2019,6,2,1,1
506350,2019,6,2,1,1
724625,2019,6,2,1,1
533850,2019,6,2,1,1
788375,2019,6,2,1,1
503500,2019,6,2,1,1
729120,2019,6,2,1,1
509675,2019,6,2,1,1
557175,2019,6,2,1,1
823980,2019,6,2,1,1
804100,2019,6,2,1,1
500756,2019,6,2,1,1
734700,2019,6,2,1,1
519175,2019,6,2,1,1
801125,2019,6,2,1,1
510150,2019,6,2,1,1
739080,2019,6,2,1,1
522500,2019,6,2,1,1
745875,2019,6,2,1,1
837500,2019,6,2,1,1
513475,2019,6,2,1,1
745860,2019,6,2,1,1
525825,2019,6,2,1,1
807500,2019,6,2,1,1
807500,2019,6,2,1,1
751440,2019,6,2,1,1
529150,2019,6,2,1,1
757020,2019,6,2,1,1
532475,2019,6,2,1,1
765000,2019,6,2,1,1
762600,2019,6,2,1,1
535800,2019,6,2,1,1
182500,2019,6,2,0,1
688500,2019,6,2,1,1
470250,2019,6,2,1,1
476425,2019,6,2,1,1
473575,2019,6,2,1,1
700000,2019,6,2,1,1
521075,2019,6,2,1,1
771000,2019,6,2,1,1
370000,2020,6,2,0,1
550000,2020,6,2,1,1
395000,2019,6,2,1,1
497500,2019,6,2,1,1
392500,2019,6,2,1,1
550000,2019,6,2,1,1
408000,2019,6,2,1,1
510000,2019,6,2,1,1
390000,2019,6,2,1,1
556000,2019,6,2,1,1
397500,2019,6,2,1,1
490000,2019,6,2,1,1
490000,2020,6,2,1,1
490000,2019,6,2,1,1
400000,2019,6,2,1,1
500000,2019,6,2,1,1
490000,2019,6,2,1,1
497500,2019,6,2,1,1
415000,2019,6,2,1,1
532500,2019,6,2,1,1
545000,2019,6,2,1,1
429500,2019,6,2,1,1
552000,2019,6,2,1,1
598000,2019,6,2,1,1
550000,2019,6,2,1,1
420000,2020,6,2,1,1
520000,2020,6,2,1,1
430000,2019,6,2,1,1
535000,2019,6,2,1,1
600000,2019,6,2,1,1
545000,2019,6,2,1,1
553000,2019,6,2,1,1
600000,2019,6,2,1,1
540000,2019,6,2,1,1
445000,2019,6,2,1,1
540000,2019,6,2,1,1
600000,2019,6,2,1,1
555000,2019,6,2,1,1
412000,2019,6,2,1,1
535000,2019,6,2,1,1
580000,2019,6,2,1,1
420000,2019,6,2,1,1
520000,2019,6,2,1,1
585000,2021,6,2,1,1
497500,2021,6,2,1,1
415000,2019,6,2,1,1
530000,2019,6,2,1,1
585000,2020,6,2,1,1
515000,2021,6,2,1,1
430000,2019,6,2,1,1
532000,2019,6,2,1,1
585000,2019,6,2,1,1
537500,2019,6,2,1,1
425000,2019,6,2,1,1
592500,2019,6,2,1,1
535000,2021,6,2,1,1
535000,2019,6,2,1,1
595000,2019,6,2,1,1
542500,2019,6,2,1,1
425000,2019,6,2,1,1
595000,2019,6,2,1,1
545000,2019,6,2,1,1
428500,2019,6,2,1,1
595000,2019,6,2,1,1
535000,2019,6,2,1,1
500000,2020,6,5,0,0
550000,2019,6,2,1,1
720000,2019,6,2,1,1
505000,2019,6,2,1,1
511800,2019,6,2,1,1
645000,2020,6,2,1,1
663800,2019,6,2,1,1
868000,2019,6,2,1,1
649800,2019,6,2,1,1
700000,2019,6,2,1,1
881125,2019,6,2,1,1
478800,2019,6,2,1,1
473800,2019,6,2,1,1
678050,2019,6,2,1,1
901300,2019,6,2,1,1
646000,2019,6,2,1,1
491075,2019,6,2,1,1
782000,2019,6,2,1,1
735250,2019,6,2,1,1
509675,2019,6,2,0,1
740000,2019,6,2,1,1
756500,2019,6,2,1,1
800000,2020,6,2,1,1
750125,2020,6,2,1,1
755000,2019,6,2,1,1
771375,2019,6,2,1,1
532475,2019,6,2,0,1
810000,2019,6,2,1,1
815000,2020,6,5,0,0
500000,2019,6,5,0,0
552000,2019,6,2,0,1
475000,2019,6,2,0,1
818000,2021,6,5,0,0
760000,2019,6,2,0,0
270000,2020,6,2,0,1
334000,2021,6,2,0,1
780000,2021,6,5,0,1
374000,2019,6,2,0,1
270000,2019,6,2,0,1
610000,2019,6,2,0,1
750000,2019,6,5,0,0
497500,2020,6,2,0,1
325000,2021,6,2,0,1
360000,2020,6,2,0,1
240000,2019,6,2,0,1
326700,2020,6,2,0,1
308000,2019,6,2,0,1
347000,2019,6,2,0,1
325000,2019,6,2,0,1
384500,2021,6,2,0,1
450000,2019,6,2,0,1
475000,2021,6,2,0,1
545000,2020,6,2,0,1
455200,2019,6,2,0,1
593000,2019,6,2,0,1
390000,2021,6,2,0,1
525000,2019,6,2,0,1
595000,2019,6,2,0,1
320000,2019,6,2,0,1
340000,2021,6,2,0,1
392000,2020,6,2,0,1
395000,2021,6,2,0,1
575000,2019,6,2,0,1
585000,2019,6,2,0,1
335000,2020,6,2,0,1
355500,2020,6,2,0,1
540000,2019,6,2,0,1
420000,2020,6,2,0,1
500000,2020,6,2,0,1
485000,2019,6,2,0,1
345000,2021,6,2,0,1
415000,2019,6,2,0,1
470000,2019,6,2,0,1
457500,2019,6,2,0,1
270000,2019,6,2,0,1
290000,2019,6,2,0,1
625000,2021,6,2,0,1
337500,2019,6,2,0,1
290000,2020,6,2,0,1
340000,2020,6,2,0,1
568000,2019,6,2,0,1
820000,2019,6,2,0,1
920000,2019,6,2,0,1
347500,2019,6,2,0,1
370000,2021,6,2,0,1
385000,2021,6,2,0,1
580000,2019,6,2,0,1
560000,2019,6,2,0,1
295000,2019,6,2,0,1
490000,2019,6,2,0,1
360000,2020,6,2,0,1
482650,2020,6,2,0,1
560000,2020,6,2,0,1
705000,2019,6,2,0,1
720000,2020,6,2,0,1
635000,2019,6,2,0,1
620000,2019,6,2,0,1
570000,2020,6,2,0,1
535000,2019,6,2,0,1
342000,2020,6,2,0,1
367000,2019,6,2,0,1
445000,2019,6,2,0,1
335000,2019,6,2,0,1
350000,2020,6,2,0,1
325000,2020,6,2,0,1
441000,2019,6,2,0,1
520000,2021,6,2,0,1
390000,2019,6,2,0,1
490000,2019,6,2,0,1
300000,2020,6,2,0,1
362500,2019,6,2,0,1
360000,2020,6,2,0,1
316000,2021,6,2,0,1
360000,2020,6,2,0,1
470000,2019,6,2,0,1
562501,2021,6,2,0,1
495000,2020,6,2,0,1
680000,2020,6,2,0,1
575000,2019,6,2,0,1
740000,2020,6,2,0,1
387500,2019,6,2,0,1
450000,2020,6,2,0,1
355000,2020,6,2,0,1
591000,2019,6,2,0,1
550000,2019,6,2,0,1
385000,2019,6,2,0,1
630000,2021,6,2,0,1
400000,2019,6,2,0,1
655000,2019,6,2,0,1
749500,2019,6,5,0,0
798000,2020,6,5,0,0
507000,2020,6,2,0,1
600000,2019,6,2,0,1
650000,2019,6,2,0,1
525000,2019,6,2,0,1
675000,2020,6,2,0,1
480000,2021,6,2,0,1
480000,2020,6,2,0,1
720000,2020,6,2,0,1
586000,2020,6,2,0,1
392500,2019,6,2,0,1
423000,2019,6,2,0,1
560000,2020,6,2,0,1
430000,2019,6,2,0,1
537000,2020,6,2,0,1
420000,2019,6,2,0,1
560000,2020,6,2,0,1
429000,2020,6,2,0,1
692000,2019,6,4,0,0
425000,2019,6,2,0,1
555000,2019,6,2,0,1
425000,2019,6,3,0,1
520000,2019,6,2,0,1
620000,2019,6,2,0,1
355000,2020,6,2,0,1
579000,2021,6,2,0,1
750000,2019,6,2,0,1
580000,2020,6,3,0,1
627380,2019,6,2,0,1
575000,2019,6,2,0,1
700000,2019,6,2,0,1
575000,2019,6,2,0,1
625000,2019,6,2,0,1
645000,2021,6,2,0,1
540000,2019,6,3,0,1
469000,2021,6,2,0,1
485000,2019,6,2,0,1
685000,2020,6,2,0,1
420000,2020,6,2,0,1
525000,2019,6,2,0,1
800000,2019,6,2,0,1
828000,2019,6,2,0,1
591000,2019,6,2,0,1
540000,2020,6,2,0,1
505000,2020,6,2,0,1
703000,2019,6,2,0,1
30000,2019,6,3,0,1
180000,2019,6,3,0,1
60000,2019,6,3,0,1
171000,2020,6,2,0,1
150000,2020,6,2,0,1
560000,2020,6,2,0,0
430000,2019,6,2,0,1
380000,2019,6,2,0,1
405000,2019,6,2,0,1
370000,2019,6,2,0,1
290000,2019,6,2,0,1
320000,2020,6,2,0,1
330000,2020,6,2,0,1
335000,2020,6,2,0,1
320000,2021,6,3,0,1
650000,2020,6,5,0,0
305000,2020,6,2,0,1
154000,2020,6,2,0,1
290000,2019,6,2,0,1
30000,2020,6,3,0,1
365000,2020,6,2,0,1
310000,2019,6,2,0,1
500000,2020,6,5,0,0
445000,2020,6,2,0,1
390000,2019,6,2,0,1
290000,2019,6,2,0,1
440000,2021,6,2,0,1
270000,2019,6,2,0,1
402250,2019,6,3,0,1
106514,2020,6,3,0,1
657000,2021,6,5,0,0
280000,2019,6,2,0,1
330000,2020,6,2,0,1
460000,2019,6,5,0,0
215000,2019,6,2,0,1
410000,2019,6,2,0,1
380000,2019,6,2,0,1
395000,2019,6,2,0,1
290000,2019,6,2,0,1
400000,2020,6,2,0,1
396000,2019,6,2,0,1
178000,2020,6,2,0,1
340000,2019,6,2,0,1
270000,2020,6,2,0,1
210000,2019,6,2,0,1
340000,2019,6,2,0,1
400000,2019,6,2,0,1
355000,2019,6,2,0,1
445000,2019,6,2,0,1
395000,2019,6,2,0,1
360000,2019,6,2,0,1
132800,2019,6,2,0,1
365000,2019,6,2,0,1
300000,2019,6,2,0,1
470000,2019,6,2,0,1
105000,2019,6,2,0,1
410000,2020,6,2,0,1
440000,2021,6,2,0,1
480000,2020,6,2,0,1
355000,2019,6,2,0,1
360000,2019,6,2,0,1
432500,2019,6,2,0,1
407000,2019,6,2,0,1
397000,2019,6,2,0,1
451000,2019,6,2,0,1
328000,2020,6,2,0,1
312000,2019,6,2,0,1
340000,2019,6,2,0,1
440000,2021,6,2,0,1
360000,2020,6,2,0,1
330000,2020,6,2,0,1
273000,2019,6,2,0,1
320000,2019,6,2,0,1
430000,2019,6,2,0,1
360000,2020,6,2,0,1
590000,2019,6,2,0,1
400000,2020,6,2,0,1
480000,2019,6,2,0,1
322000,2019,6,2,0,1
280000,2019,6,2,0,1
395000,2020,6,2,0,1
320000,2019,6,2,0,1
310000,2019,6,2,0,1
410000,2021,6,5,0,1
410000,2019,6,2,0,1
380000,2019,6,5,0,1
385000,2019,6,2,0,1
320000,2019,6,2,0,1
310000,2019,6,2,0,1
236000,2019,6,2,0,1
350000,2020,6,2,0,1
310000,2019,6,2,0,1
480000,2019,6,2,0,1
410000,2019,6,2,0,1
68000,2019,6,3,0,0
350000,2019,6,2,0,1
525000,2019,6,2,0,1
335000,2020,6,2,0,1
318000,2020,6,2,0,1
375000,2021,6,2,0,1
355000,2019,6,2,0,1
337000,2019,6,2,0,1
325000,2019,6,2,0,1
250000,2019,6,2,0,1
422000,2019,6,2,0,1
325000,2019,6,2,0,1
31500,2020,6,3,0,0
440000,2019,6,2,0,1
290000,2019,6,2,0,1
220000,2019,6,2,0,1
290000,2019,6,2,0,1
450000,2021,6,2,0,1
665000,2019,6,5,0,0
670000,2020,6,5,0,0
625000,2019,6,4,0,0
335000,2019,6,3,0,0
430000,2019,6,5,0,0
490000,2021,6,5,0,0
460000,2019,6,5,0,0
389000,2019,6,2,0,1
330000,2020,6,2,0,1
390000,2019,6,2,0,1
340000,2019,6,2,0,1
292000,2020,6,2,0,1
330000,2020,6,2,0,1
400000,2021,6,2,0,1
410000,2019,6,2,0,1
350000,2019,6,2,0,1
310000,2019,6,2,0,1
500500,2020,6,5,0,0
475000,2019,6,5,0,0
490000,2019,6,5,0,0
520000,2020,6,5,0,0
525000,2019,6,2,0,1
420000,2020,6,2,0,1
475000,2020,6,2,0,1
495000,2020,6,2,0,1
526500,2020,6,2,0,1
595000,2019,6,2,0,1
450000,2020,6,2,0,1
520000,2019,6,5,0,0
475000,2020,6,2,0,0
500000,2020,6,2,0,1
345000,2019,6,2,0,1
575000,2019,6,2,1,1
550000,2019,6,2,1,1
590000,2019,6,2,1,1
595000,2019,6,2,1,1
575000,2019,6,2,1,1
381500,2019,6,3,0,1
290000,2020,6,2,0,1
405150,2020,6,3,0,1
277500,2019,6,2,0,1
275000,2019,6,2,0,1
385000,2019,6,2,0,1
499999,2019,6,5,0,0
500000,2019,6,5,0,0
517000,2019,6,5,0,0
325000,2020,6,2,0,1
285000,2020,6,2,0,1
392500,2019,6,2,0,1
295000,2019,6,2,0,1
280000,2020,6,2,0,1
150796,2019,6,2,0,1
415000,2020,6,2,0,1
385000,2020,6,2,0,1
132000,2019,6,2,0,1
500000,2019,6,3,0,1
350000,2020,6,2,0,1
575000,2019,6,2,0,1
450000,2019,6,2,0,1
325000,2021,6,2,0,1
470000,2019,6,2,0,1
475000,2021,6,2,0,1
500000,2019,6,2,1,1
305000,2020,6,2,0,1
100000,2019,6,3,0,1
600000,2019,6,2,1,1
574000,2019,6,2,1,1
580000,2019,6,2,1,1
599995,2019,6,2,1,1
600000,2019,6,2,1,1
600000,2019,6,2,1,1
575000,2020,6,2,1,1
500000,2019,6,2,1,1
600000,2019,6,2,1,1
142000,2019,6,2,0,1
372500,2019,6,2,1,1
375995,2019,6,2,1,1
370000,2019,6,2,1,1
380500,2019,6,2,1,1
390000,2019,6,2,1,1
365000,2019,6,2,1,1
383995,2019,6,2,1,1
375000,2019,6,2,1,1
495995,2019,6,2,1,1
379495,2019,6,2,1,1
385000,2019,6,2,1,1
387995,2019,6,2,1,1
395000,2019,6,2,1,1
485000,2019,6,2,1,1
401995,2019,6,2,1,1
385000,2019,6,2,1,1
500000,2019,6,2,1,1
410995,2019,6,2,1,1
410995,2019,6,2,1,1
495000,2019,6,2,1,1
384500,2019,6,2,1,1
517995,2019,6,2,1,1
412000,2019,6,2,1,1
395000,2019,6,2,1,1
500000,2019,6,2,1,1
385000,2019,6,2,1,1
406995,2019,6,2,1,1
495000,2019,6,2,1,1
407995,2019,6,2,1,1
416995,2019,6,2,1,1
417995,2019,6,2,1,1
521995,2019,6,2,1,1
416995,2019,6,2,1,1
375000,2021,6,2,0,1
126875,2019,6,2,0,1
470000,2019,6,2,1,1
538000,2019,6,2,1,1
540000,2020,6,2,0,1
500000,2019,6,2,1,1
455500,2019,6,2,1,1
370000,2019,6,2,0,1
600000,2019,6,2,1,1
486000,2019,6,2,1,1
450000,2019,6,2,1,1
484000,2019,6,2,1,1
425000,2019,6,2,1,1
449950,2019,6,2,1,1
485000,2019,6,2,1,1
484000,2019,6,2,1,1
481500,2019,6,2,1,1
524400,2019,6,2,1,1
483000,2019,6,2,1,1
462000,2019,6,2,1,1
454500,2019,6,2,1,1
540000,2019,6,2,1,1
640000,2019,6,2,1,1
190000,2020,6,2,1,1
286500,2020,6,2,1,1
255000,2019,6,2,0,1
190000,2019,6,2,0,1
350000,2019,6,2,0,1
380000,2019,6,2,0,1
175000,2019,6,3,0,1
184000,2019,6,2,0,1
230000,2019,6,2,0,1
179000,2020,6,2,0,1
150000,2020,6,2,0,1
395000,2019,6,2,0,1
179000,2020,6,2,0,1
150000,2020,6,2,0,1
325000,2019,6,2,0,1
405000,2020,6,2,0,1
335000,2019,6,2,0,1
340000,2021,6,2,0,1
385000,2019,6,2,0,1
320000,2019,6,2,0,1
410000,2020,6,5,0,1
345000,2020,6,2,0,1
340000,2019,6,2,0,1
365000,2020,6,2,0,1
315000,2019,6,3,0,0
410000,2019,6,2,0,1
383000,2019,6,2,0,1
405000,2020,6,2,0,1
349000,2019,6,2,0,1
380000,2020,6,2,0,1
585000,2020,6,2,0,1
365000,2020,6,2,0,1
422000,2020,6,2,0,1
330000,2019,6,2,0,1
10000,2020,6,3,0,1
340000,2019,6,2,0,1
410000,2020,6,2,0,1
500000,2019,6,2,0,1
395000,2019,6,2,0,1
360000,2019,6,2,0,1
465000,2019,6,2,0,1
465000,2019,6,2,0,1
498000,2020,6,2,0,1
620000,2019,6,2,0,1
630000,2021,6,2,0,1
255000,2019,6,2,0,1
260000,2019,6,2,0,1
260000,2019,6,2,0,1
250000,2019,6,2,0,1
465000,2020,6,2,0,1
394000,2019,6,2,0,1
400000,2019,6,2,0,1
398000,2019,6,2,0,1
385000,2019,6,2,0,1
420000,2019,6,2,0,1
123000,2019,6,2,0,1
27500,2019,6,3,0,1
312000,2019,6,2,0,1
405000,2019,6,2,0,1
325000,2019,6,2,0,1
400000,2019,6,2,0,1
390000,2020,6,2,0,1
336500,2019,6,2,0,1
400000,2019,6,2,0,1
390000,2019,6,2,0,1
430000,2019,6,2,0,1
814000,2019,6,3,0,0
180000,2019,6,2,0,1
152250,2019,6,2,0,1
390000,2019,6,2,0,1
415000,2019,6,2,0,1
500000,2019,6,2,1,1
595000,2019,6,2,0,1
599950,2019,6,2,0,1
600000,2020,6,2,0,1
145250,2021,6,2,0,1
391000,2019,6,2,0,1
438000,2021,6,2,0,1
445000,2020,6,2,0,1
325000,2019,6,2,0,1
265000,2019,6,2,0,1
435000,2019,6,2,0,1
121250,2020,6,2,0,1
91250,2019,6,2,0,1
154000,2019,6,2,0,1
470000,2019,6,2,0,1
515000,2020,6,2,0,1
450000,2019,6,2,0,1
313000,2020,6,2,0,1
390000,2020,6,2,0,1
380000,2020,6,2,0,1
715000,2021,6,4,0,0
520000,2020,6,2,0,1
540000,2019,6,2,0,1
585000,2020,6,2,0,1
340000,2019,6,2,0,1
350000,2021,6,2,0,1
355000,2019,6,2,0,1
460000,2020,6,2,0,1
515000,2019,6,2,0,1
388000,2020,6,2,0,1
532500,2020,6,2,0,1
499999,2020,6,2,0,1
498000,2021,6,2,0,1
390000,2019,6,2,0,1
405000,2020,6,2,0,1
444492,2019,6,3,0,1
395000,2019,6,2,0,1
400000,2019,6,2,0,1
425000,2019,6,2,0,1
900000,2019,6,2,0,1
700000,2019,6,2,0,1
725000,2020,6,5,0,0
760000,2020,6,5,0,0
400000,2019,6,2,0,1
412000,2020,6,2,0,1
560000,2020,6,2,0,1
530000,2020,6,2,0,1
550000,2020,6,2,0,1
535000,2020,6,2,0,1
535000,2021,6,2,0,1
640000,2019,6,2,0,1
950000,2019,6,2,0,1
680000,2019,6,2,0,1
600000,2019,6,2,0,1
595000,2019,6,2,0,1
545000,2019,6,2,0,1
400000,2020,6,2,0,1
578500,2020,6,2,0,1
660000,2019,6,2,0,1
700000,2019,6,2,0,1
350000,2019,6,2,0,1
670000,2019,6,2,0,1
562500,2019,6,2,0,1
755000,2019,6,5,0,0
487000,2019,6,2,0,1
369250,2019,6,2,0,1
410000,2019,6,2,0,1
515000,2020,6,2,0,1
475000,2019,6,2,0,1
427000,2019,6,2,0,1
460000,2020,6,2,0,1
330000,2020,6,2,0,1
465000,2020,6,2,0,1
465000,2020,6,2,0,1
200000,2019,6,2,0,1
335000,2019,6,2,0,1
815000,2020,6,5,0,0
780000,2020,6,5,0,0
810000,2020,6,5,0,0
485000,2021,6,5,0,0
840000,2021,6,3,0,0
821000,2021,6,5,0,0
775000,2020,6,5,0,0
770000,2019,6,5,0,0
740000,2020,6,5,0,0
695000,2020,6,5,0,0
880000,2019,6,5,0,0
565000,2019,6,5,0,0
440500,2020,6,2,0,1
225000,2020,6,2,0,1
351000,2020,6,2,0,1
910000,2020,6,5,0,0
780000,2020,6,5,0,0
815000,2019,6,5,0,0
286000,2019,6,2,0,1
371000,2021,6,2,0,1
60000,2019,6,3,0,1
460000,2019,6,2,0,1
412000,2020,6,2,0,1
416000,2020,6,2,0,1
475000,2019,6,2,0,1
340000,2019,6,2,0,1
500000,2021,6,2,0,1
436000,2019,6,2,0,1
695000,2020,6,5,0,0
560000,2019,6,5,0,0
630000,2020,6,5,0,0
390000,2019,6,2,0,1
433000,2020,6,3,0,0
490000,2019,6,5,0,0
567000,2019,6,5,0,0
318000,2020,6,2,0,1
382500,2020,6,2,0,1
385000,2020,6,2,0,1
380000,2020,6,2,0,1
310000,2021,6,2,0,1
580000,2021,6,5,0,0
640000,2019,6,5,0,0
177451,2019,6,2,0,1
270000,2019,6,2,0,1
290000,2020,6,2,0,1
365000,2021,6,2,0,1
355000,2020,6,2,0,1
330000,2019,6,2,0,1
365000,2021,6,2,0,1
330000,2019,6,2,0,1
406000,2019,6,2,0,1
680000,2020,6,5,0,0
477000,2020,6,5,0,0
346000,2020,6,2,0,1
425000,2019,6,2,1,1
550000,2019,6,2,1,1
557000,2019,6,2,0,1
415000,2020,6,2,1,1
262500,2020,6,2,0,1
144000,2019,6,2,0,1
144000,2019,6,2,0,1
565000,2019,6,2,1,1
560000,2019,6,2,1,1
562500,2019,6,2,1,1
570000,2019,6,2,1,1
570000,2019,6,2,1,1
92500,2020,6,2,0,1
145000,2019,6,2,0,1
399960,2020,6,2,1,1
410000,2019,6,2,0,1
525000,2019,6,2,1,1
525000,2019,6,2,1,1
410000,2019,6,2,1,1
520000,2019,6,2,1,1
525000,2020,6,2,1,1
415000,2019,6,2,1,1
530000,2019,6,2,1,1
532000,2019,6,2,1,1
390000,2020,6,2,1,1
420000,2019,6,2,1,1
531000,2019,6,2,1,1
540000,2019,6,2,1,1
392000,2020,6,2,0,1
417000,2020,6,2,1,1
540000,2019,6,2,1,1
405000,2020,6,2,1,1
417500,2020,6,2,1,1
532000,2019,6,2,1,1
550000,2019,6,2,1,1
370000,2020,6,2,1,1
382000,2020,6,2,1,1
388000,2020,6,2,1,1
490000,2020,6,2,1,1
371000,2020,6,2,1,1
400000,2020,6,2,1,1
495000,2020,6,2,1,1
379000,2020,6,2,1,1
375000,2020,6,2,1,1
381000,2020,6,2,1,1
385000,2020,6,2,1,1
500000,2020,6,2,1,1
386000,2020,6,2,1,1
380000,2020,6,2,1,1
580000,2020,6,2,1,1
585000,2020,6,2,1,1
410000,2020,6,2,1,1
500000,2020,6,2,1,1
515000,2020,6,2,1,1
490000,2020,6,2,1,1
392000,2020,6,2,1,1
460000,2020,6,2,1,1
403000,2020,6,2,1,1
485000,2020,6,2,1,1
395000,2020,6,2,1,1
520000,2020,6,2,1,1
445000,2020,6,2,1,1
525000,2020,6,2,1,1
495000,2020,6,2,1,1
450000,2020,6,2,1,1
376000,2020,6,2,1,1
382000,2020,6,2,1,1
540000,2020,6,2,1,1
370000,2020,6,2,1,1
377000,2020,6,2,1,1
380000,2020,6,2,1,1
383000,2020,6,2,1,1
385000,2020,6,2,1,1
480000,2020,6,2,1,1
363000,2020,6,2,1,1
374000,2020,6,2,1,1
380000,2020,6,2,1,1
372000,2020,6,2,1,1
520800,2020,6,2,1,1
401000,2020,6,2,1,1
389000,2020,6,2,1,1
492000,2020,6,2,1,1
374000,2020,6,2,1,1
379000,2020,6,2,1,1
381000,2020,6,2,1,1
400000,2020,6,2,1,1
394000,2020,6,2,1,1
500000,2020,6,2,1,1
370000,2020,6,2,1,1
373050,2020,6,2,1,1
382000,2020,6,2,1,1
384000,2020,6,2,1,1
580000,2020,6,2,1,1
573000,2020,6,2,1,1
380000,2020,6,2,1,1
385000,2020,6,2,1,1
379500,2020,6,2,1,1
387000,2020,6,2,1,1
370000,2020,6,2,1,1
590000,2020,6,2,1,1
535000,2020,6,2,1,1
515100,2020,6,2,1,1
500000,2020,6,2,1,1
501000,2020,6,2,1,1
420000,2020,6,2,1,1
510000,2020,6,2,1,1
434000,2020,6,2,1,1
520000,2020,6,2,1,1
460000,2020,6,2,1,1
500000,2020,6,2,1,1
500000,2020,6,2,1,1
500000,2020,6,2,1,1
391000,2020,6,2,1,1
460000,2020,6,2,1,1
490000,2020,6,2,1,1
376250,2020,6,2,1,1
560000,2020,6,2,1,1
560000,2020,6,2,1,1
370000,2020,6,2,1,1
565000,2020,6,2,1,1
204567,2019,6,3,0,1
114936,2020,6,3,0,1
142616,2020,6,3,0,1
185000,2019,6,2,0,1
425000,2020,6,2,0,1
390000,2021,6,2,0,1
320000,2019,6,2,0,1
255000,2020,6,2,0,1
460000,2019,6,3,0,0
460000,2019,6,3,0,1
210000,2020,6,2,0,1
550000,2020,6,2,0,1
400000,2019,6,2,0,1
415000,2020,6,2,0,1
679995,2020,6,2,0,1
460000,2019,6,3,0,0
875000,2019,6,5,0,0
645000,2019,6,2,0,1
725000,2019,6,2,0,1
